components,disease_name,functions,indication,medicine_name,usage
本品每1mL含有效成分拉坦前列素50μg其结构为： ,高眼压症,适用于患有开角型青光眼和高眼压症患者降低眼内压，以及对其他降眼内压药物不能耐受或...,开角型青光眼青光眼高眼压症高眼压,拉坦前列素滴眼液(特力洁),滴眼，每日一次，每次一滴，最好于晚间滴于患眼。
醋酸可的松.,虹膜睫状体炎,适用于虹膜睫状体炎、虹膜炎、角膜炎、过敏性结膜炎等。,过敏结膜炎,醋酸可的松眼膏,每晚睡前一次，涂于结膜囊内。
"本品主要成分及其化学名：本品主要成分为地塞米松磷酸钠。其化学名为：16-甲基-11,17,21-...",虹膜睫状体炎,用于虹膜睫状体炎、虹膜炎、角膜炎、过敏性结膜炎、眼睑炎、泪囊炎等。,虹膜睫状体炎角膜炎过敏结膜炎泪囊炎,地塞米松磷酸钠滴眼液,滴眼：一日3-4次，用前摇匀。
本品主要成份为普拉洛芬。,虹膜睫状体炎,外眼及眼前炎症的对症治疗（眼睑炎、结膜炎、角膜炎、巩膜炎、浅层巩膜炎、虹膜睫状体...,结膜炎角膜炎巩膜炎虹膜睫状体炎,普拉洛芬滴眼液(卫晶),滴眼每次1~2滴，每日4次。根据症状可以适当增减次数。
本品主要成分及其化学名：本品主要成分为醋酸可的松。其化学名称为：17α，21－二羟...,虹膜睫状体炎,用于过敏性结膜炎。,过敏结膜炎,醋酸可的松滴眼液,滴眼，将本品滴入结膜囊内，一次1-2滴，一日3-4次。用前摇匀。
"本品主要成份为：盐酸卡替洛尔。其化学名称为：5-[3-(1,1二甲基乙基)氨基]-2羟丙氧基-3,4-二...",高眼压症,对原发性开角型青光眼具有良好的降低眼内压疗效。对于某些继发性青光眼，高眼压症，手...,原发性开角型青光眼开角型青光眼青光眼高眼压症高眼压,盐酸卡替洛尔滴眼液(美开朗),滴眼，一日2次，一次1滴。滴于结膜囊内，滴后用手指压迫内毗角泪囊部3～5分钟。
"本品主要成份为：马来酸噻吗洛尔。其化学名称为：(-)-1-(叔丁氨基)-3-[(4-吗啉基-1,2,5-噻二...",高眼压症,对原发性开角型青光眼具有良好的降低眼内压疗效。对于某些继发性青光眼，高眼压症，部...,原发性开角型青光眼开角型青光眼青光眼高眼压症高眼压,马来酸噻吗洛尔滴眼液(五景),滴眼，一次1滴，一日1～2次，如眼压已控制，可改为一日1次。如原用其他药物，在改用本...
"主要成分：本品主要成份为：葛根素。其化学名称为：4,7-二羟基-8-?-D葡萄糖基异黄酮。分...",高眼压症,治疗原发性开角青光眼、高眼压症、原发性闭角型青光眼、继发性青光眼。,青光眼高眼压症高眼压,葛根素滴眼液(达靓),成人常用量1％葛根素滴眼液一次1～2滴，滴入眼睑内，闭目3～5分钟。首日3次，以后一日2...
主要组成成分：重组人干扰素α1b。,虹膜睫状体炎,用于治疗眼部病毒性疾病，对单纯疱疹性眼病，包括眼睑单纯疱疹，单疱性结膜炎，角膜炎...,过敏结膜炎,重组人干扰素α1b滴眼液(长生扶明),旋下瓶盖，于结膜囊内滴本药一滴，滴后闭眼1～2分钟。急性炎症期，每日滴用4～6次，随...
酒石酸溴莫尼定。,高眼压症,本品适用降低开角型青光眼及高眼压症患者的眼压。,开角型青光眼青光眼高眼压症高眼压,酒石酸溴莫尼定滴眼液(卓能),常规剂量滴入患者眼每日2次，每次1滴。若不能很好控制，下午可增加1滴。
本品主要成份为曲伏前列素。,高眼压症,降低开角型青光眼或高眼压症患者升高的眼压，这些患者对使用其它降眼压药不耐受或疗效...,开角型青光眼青光眼高眼压症高眼压,曲伏前列素滴眼液(苏为坦),推荐用量每晚1次，每次1滴滴入患眼。剂量不能超过每天1次，因为频繁使用会降低药物...
拉坦前列素。化学名称：(Z)-7-[(1R，2R，3R，5S)3，5-二羟基-2-[(3R)-3-羟基-5-苯基-1-戊基]环...,高眼压症,适用于患有开角型青光眼和高眼压症患者降低眼内压，以及对其他降眼内压药物不能耐受或...,开角型青光眼青光眼高眼压症高眼压,拉坦前列素滴眼液(见康),成人·常规剂量·经眼给药患侧一次1滴，每晚1次(用药频率不可超过一日1次...
分子量：C62H111N11O12,葡萄膜炎,器官移植、骨髓移植及内源性葡萄膜炎、类风湿性关节炎、异位性皮炎、银屑病等自身免疫...,狼疮肾炎肾炎肾病肾病综合征自身免疫性疾病,环孢素软胶囊(赛洛克),1器官移植：采用三联免疫抑制方案时，起始剂量6～11mg/kg/日，并根据血药浓度调整剂量，...
"本品主要成份为：马来酸噻吗洛尔。其化学名称为：(-)-1-(叔丁氨基)-3-[(4-吗啉基-1,2,5-噻二...",高眼压症,对原发性开角型青光眼具有良好的降低眼内压疗效。对于某些继发性青光眼，高眼压症，部...,原发性开角型青光眼开角型青光眼青光眼高眼压症高眼压,马来酸噻吗洛尔滴眼液,滴眼，一次1滴，一日1～2次，如眼压已控制，可改为一日1次。如原用其他药物，在改用本...
本品化学名称为：[[（E）（2S，3R，4R）-3-羟基-4-甲基-2-（甲氨基）-6辛烯酰]-L-2氨基丁酰-N-...,葡萄膜炎,1.已确认的适应症（1）移植a.器官移植─预防异体移植物的排斥反应，包括肾、肝、心、肺...,葡萄膜炎网膜炎,环孢素胶囊,成人口服常用量：开始剂量按体重每日12-15mg／kg，1～2周后逐渐减量，一般每周减少开始用...
本品化学名称为：[[（E）（2S，3R，4R）-3-羟基-4-甲基-2-（甲氨基）-6辛烯酰]-L-2氨基丁酰-N-...,葡萄膜炎,1.已确认的适应症（1）移植a.器官移植─预防异体移植物的排斥反应，包括肾、肝、心、肺...,狼疮肾炎肾炎肾病肾病综合征自身免疫性疾病,环孢素软胶囊,成人口服常用量：开始剂量按体重每日12-15mg／kg，1～2周后逐渐减量，一般每周减少开始用...
本品为复方制剂，其组分为：妥布霉素15毫克和地塞米松5毫克/5毫升。,葡萄膜炎,1对肾上腺皮质激素有反应的眼科炎性病变及眼部表面的细菌感染或有感染的危险的情况；2...,结膜炎角膜炎泪囊炎,妥布霉素地塞米松滴眼液(典必殊),1每4至6小时一次，每次1至2滴滴入结膜囊内。在最初1－2天剂量可增加至每2小时1次。根据临...
妥布霉素9mg与地塞米松3mg。,葡萄膜炎,1.用于对肾上腺皮质激素敏感的眼部疾患及外眼部细菌感染。2.眼用激素用于眼睑、球结膜...,结膜炎葡萄膜炎白内障细菌感染水肿,妥布霉素地塞米松眼膏(典舒),1．每日3至4次，每次将约1一1．5cm长的药膏涂入结膜囊中。2．第次开处方不能超过8克眼药...
眼底摄影机由主机、镜头、充电底座、连接线(AV接口线、USB接口线)、电源适配器以及电池...,黄斑病变,"该产品是一款手持式眼底摄影机,用于对眼底（包括视网膜、视网膜黄斑和视神经盘）和眼...",,眼底摄影机,
本品主要成分为泛昔洛韦，化学名称为2-[2-（2-氨基-9H-嘌呤-9-基）乙基]-1，3-丙二醇-二乙酯,葡萄膜炎,用于治疗带状疱疹和原发性生殖器疱疹。,带状疱疹生殖器疱疹疱疹,泛昔洛韦片(泛思天),口服，成人一次0.25g，每8小时1次。治疗带状疱疹的疗程为7日，治疗原发性生殖器疱疹的疗...
本品主要成分为环孢素。,葡萄膜炎,实质性器官移植（如肾、肝、心肺和胰肺联合移植），骨髓移植，内源性葡萄膜炎，肾病综...,狼疮肾炎肾炎肾病肾病综合征自身免疫性疾病,环孢素软胶囊(新山地明),除了某些情况需静脉滴注山地明浓缩液外，对大部分病例，推荐口服新山地明治疗。新山地...
硫磺、硼砂。,眼睑湿疹,用于脂溢性皮炎、疥癣、痤疮、湿疹等皮肤病。,脂溢性皮炎皮炎痤疮湿疹皮肤病,复方硫黄乳膏(维肤康乳膏(百花),外用。涂与患处（或加适量温水溶化后洗涤患处）。一日3～4次，数分钟后用温水洗净。本...
该产品由以下部分组成：1、医用电气设备：数字眼底照相及荧光造影检查仪，其组成如下...,黄斑病变,适用于检查眼底视网膜、视神经、黄斑、血管等组织病变的辅助诊断。,,数字眼底照相及荧光造影检查仪,
一体式视野检查仪由主机(含视野刺激器、颌托、额托、瞳孔监测装置和显示器、键盘)、患...,黄斑病变,适用于青光眼、黄斑病变、视路病变的检测。,,自动电脑视野检查仪,
"该产品由激光主机、脚踏开关以及裂隙灯适配器组成。激光主机包括Nd:YAG倍频532nm激光器,激...",黄斑病变,"本产品适用于视网膜光凝在内的后节的治疗,包括糖尿病视网膜病变、视网膜脱离、老年黄...",,Nd:YAG倍频激光治疗机,
本品主要成份为硝酸毛果芸香碱。,慢性闭角型青光眼,用于急性闭角型青光眼，慢性闭角型青光眼，开角型青光眼，继发性青光眼等。本品可与其...,急性闭角型青光眼青光眼慢性闭角型青光眼开角型青光眼脱水麻痹,硝酸毛果芸香碱滴眼液(贝尼特),1.慢性青光眼，0.5%～4%溶液一次1滴，一日1～4次。2.急性闭角型青光眼急性发作期，l%～2%溶...
每毫升含盐酸萘甲唑啉0.02毫克、马来酸氯苯那敏0.2毫克、维生素B120.1毫克,过敏性眼睑皮肤炎,用于缓解眼睛疲劳、结膜充血及眼睛发痒等症状,疲劳结膜充血充血,萘敏维滴眼液(远恒),滴眼，一次1～2滴，一日3～4次。
主要成分：盐酸赛庚啶。,眼睑湿疹,用于过敏性疾病，如荨麻疹、丘疹性荨麻疹、湿疹、皮肤瘙痒。,过敏荨麻疹麻疹丘疹性荨麻疹湿疹丘疹皮肤瘙痒瘙痒,盐酸赛庚啶片,口服。成人一次1-2片，一日2-3次。
,成人类风湿性关节炎性巩膜炎,成人类风湿性关节炎。,类风湿性关节炎风湿性关节炎,来氟米特,
"本品为复方制剂，其主要成份为每支含维生索B645mg,蜂蜜1.2g蜂王浆0.12g和醋酸氟轻松0.3mg。",眼睑湿疹,1.各类湿疹：急、慢性湿疹、婴幼儿湿疹等。2.各类皮炎：神经性皮炎、过敏性皮炎、接触...,湿疹慢性湿疹皮炎神经性皮炎过敏接触性皮炎脂溢性皮炎皮肤瘙痒症瘙痒症外阴瘙痒皮肤病痤疮丘疹性荨麻疹荨麻疹麻疹冻疮过敏性皮炎皮肤瘙痒瘙痒丘疹,氟轻松维B6乳膏(槐花维肤膏),外用，取适量涂患处并按摩片刻助其吸收，每日2-3次，病愈后继续使用1周，以防复发，或...
本品为复方制剂。每克含樟脑40毫克，薄荷脑30毫克，水杨酸甲酯20毫克，苯海拉明10毫克，...,眼睑湿疹,用于虫咬皮炎、湿疹、瘙痒症、神经性皮炎、过敏性皮炎、丘疹性荨麻疹等，也可用于肩胛...,虫咬皮炎皮炎湿疹瘙痒症神经性皮炎过敏丘疹性荨麻疹荨麻疹麻疹瘙痒过敏性皮炎丘疹烫伤疼痛,复方樟脑乳膏(宝树堂),外用。一日2～3次，涂搽患处。
,成人类风湿性关节炎性巩膜炎,成人类风湿性关节炎。,类风湿性关节炎风湿性关节炎,来氟米特,
,成人类风湿性关节炎性巩膜炎,成人类风湿性关节炎。,类风湿性关节炎风湿性关节炎,来氟米特,
,成人类风湿性关节炎性巩膜炎,成人类风湿性关节炎。,类风湿性关节炎风湿性关节炎,来氟米特,
,成人类风湿性关节炎性巩膜炎,成人类风湿性关节炎。,类风湿性关节炎风湿性关节炎,来氟米特,
"成份：曲安奈德。化学名：9-氟-11β,21-二羟基-16α,17[(1-甲基亚乙基)双(氧)]-孕甾-1,4-二烯-3,20-...",成人类风湿性关节炎性巩膜炎,1、风湿性、类风湿性关节炎；2、支气管哮喘、过敏性鼻炎、荨麻疹；3、急性扭伤、肩周炎...,类风湿性关节炎风湿性关节炎支气管哮喘哮喘过敏过敏性鼻炎鼻炎荨麻疹麻疹肩周炎腱鞘炎滑囊炎腰腿痛皮肤病神经性皮炎皮炎扭伤,曲安奈德注射液,1肌注20-80mg/次，每周1次，每次注入均须更换注射部位。2关节腔内或皮下注射用量酌情决...
品每毫升含主要成份色甘酸钠20毫克，辅料为甘油、玻璃酸钠、乙二胺四醋酸二钠、硼砂。...,春季卡他性结膜炎,用于预防春季过敏性结膜炎。,过敏结膜炎春季卡他性结膜炎卡他性结膜炎,色甘酸钠滴眼液,每次1~2滴，每天4次，重症患者可增加至6次。
本品系用卡介菌经培养收集菌体，制备高浓度卡介菌悬液，加入适宜稳定剂（成分为明胶、...,原位癌,用于治疗膀胱原位癌和预防复发，用于预防处于Ta或T1期的膀胱乳头状瘤经尿道切除术后的...,,治疗用卡介苗,
本品主要成份为盐酸表柔比星。化学名称：（8S，10S）-10-[（3-氨基-2，3，6-三脱氧-α-L-阿拉...,原位癌,治疗恶性淋巴瘤、乳腺癌、肺癌、软组织肉瘤、食道癌、胃癌、肝癌、胰腺癌、黑色素瘤、...,急性白血病白血病恶性淋巴瘤淋巴瘤乳腺癌肺癌卵巢癌肾母细胞瘤软组织肉瘤肉瘤膀胱癌睾丸癌前列腺癌胃癌肝癌甲状腺髓样癌霍奇金淋巴瘤转移性肝癌,注射用盐酸表柔比星(力创),常规剂量：表柔比星单独用药时，成人剂量为按体表面积一次60-120mg/m2，当表柔比星用来辅...
主要成分：本品主要成分为吡嘧司特钾,春季卡他性结膜炎,本品用于过敏性结膜炎、春季卡他性结膜炎。,过敏结膜炎春季卡他性结膜炎卡他性结膜炎,吡嘧司特钾滴眼液,5ml：5mg
主要成分：本品主要成分为吡嘧司特钾,春季卡他性结膜炎,清热解毒抗炎消肿,过敏结膜炎春季卡他性结膜炎卡他性结膜炎,色甘那敏滴眼液,外用滴眼，每次1～2滴，一日3次。
头孢地尼,眼睑丹毒,对头孢地尼敏感的葡萄球菌属、链球菌属、肺炎球菌、消化链球菌、丙酸杆菌、淋病奈瑟氏...,肺炎淋病喉炎扁桃体炎急性支气管炎支气管炎气管炎中耳炎鼻窦炎肾盂肾炎肾炎膀胱炎尿道炎附件炎前庭大腺炎乳腺炎毛囊炎传染性脓疱病脓疱病丹毒淋巴管炎甲沟炎麦粒肿咽喉炎脓肿继发感染疖肿脓疱蜂窝组织炎,头孢地尼分散片(蒂莉莎),用水分散后口服或直接吞服。成人服用的常规剂量为一次0.1g(效价)，一日3次。儿童服用的...
氢化可的松,成人类风湿性关节炎性巩膜炎,1.用于肾上腺功能不全所引起的疾病、类风湿性关节炎、风湿性发热、痛风、支气管哮喘等...,肾上腺皮质功能减退症类风湿性关节炎风湿性关节炎痛风支气管哮喘哮喘过敏休克皮质功能减退,氢化可的松,1.醋酸氢化可的松片：口服每次1片(含药20mg)，1日1～2次。醋酸氢化可的松软膏，1%软膏，外...
氢化可的松,成人类风湿性关节炎性巩膜炎,1.用于肾上腺功能不全所引起的疾病、类风湿性关节炎、风湿性发热、痛风、支气管哮喘等...,肾上腺皮质功能减退症类风湿性关节炎风湿性关节炎痛风支气管哮喘哮喘过敏休克皮质功能减退,氢化可的松,1.醋酸氢化可的松片：口服每次1片(含药20mg)，1日1～2次。醋酸氢化可的松软膏，1%软膏，外...
产品组成：杂交液I、杂交液II、DAPI复染剂。产品有效期：-20±5℃避光干燥保存；有效期9...,原位癌,该产品以疑似膀胱癌患者的尿沉渣细胞作为检测对象，用荧光原位杂交的方法定性检测脱落...,急性白血病白血病恶性淋巴瘤淋巴瘤乳腺癌肺癌卵巢癌肾母细胞瘤软组织肉瘤肉瘤膀胱癌睾丸癌前列腺癌胃癌肝癌甲状腺髓样癌霍奇金淋巴瘤转移性肝癌,膀胱癌细胞染色体及基因异常检测试剂盒(荧光原位杂交法),
氢化可的松,成人类风湿性关节炎性巩膜炎,1.用于肾上腺功能不全所引起的疾病、类风湿性关节炎、风湿性发热、痛风、支气管哮喘等...,肾上腺皮质功能减退症类风湿性关节炎风湿性关节炎痛风支气管哮喘哮喘过敏休克皮质功能减退,氢化可的松,1.醋酸氢化可的松片：口服每次1片(含药20mg)，1日1～2次。醋酸氢化可的松软膏，1%软膏，外...
乳香、没药、丁香、肉桂、红花、金银花、川乌、草乌、冰片、樟脑、冬青油等味。,成人类风湿性关节炎性巩膜炎,祛风除湿、化瘀。用于风寒湿痹引起的腰、肩、上肢、关节、肌肉诸痛。,风寒湿痹湿痹,香药风湿止痛膏(哈药六),外用贴患处。
